Geneid	/data/users/jgroff/DE_RNA_Seq/03_Map_reads//SRR7821918.sorted.bam	/data/users/jgroff/DE_RNA_Seq/03_Map_reads//SRR7821919.sorted.bam	/data/users/jgroff/DE_RNA_Seq/03_Map_reads//SRR7821920.sorted.bam	/data/users/jgroff/DE_RNA_Seq/03_Map_reads//SRR7821921.sorted.bam	/data/users/jgroff/DE_RNA_Seq/03_Map_reads//SRR7821922.sorted.bam	/data/users/jgroff/DE_RNA_Seq/03_Map_reads//SRR7821937.sorted.bam	/data/users/jgroff/DE_RNA_Seq/03_Map_reads//SRR7821938.sorted.bam	/data/users/jgroff/DE_RNA_Seq/03_Map_reads//SRR7821939.sorted.bam	/data/users/jgroff/DE_RNA_Seq/03_Map_reads//SRR7821949.sorted.bam	/data/users/jgroff/DE_RNA_Seq/03_Map_reads//SRR7821950.sorted.bam	/data/users/jgroff/DE_RNA_Seq/03_Map_reads//SRR7821951.sorted.bam	/data/users/jgroff/DE_RNA_Seq/03_Map_reads//SRR7821952.sorted.bam	/data/users/jgroff/DE_RNA_Seq/03_Map_reads//SRR7821953.sorted.bam	/data/users/jgroff/DE_RNA_Seq/03_Map_reads//SRR7821968.sorted.bam	/data/users/jgroff/DE_RNA_Seq/03_Map_reads//SRR7821969.sorted.bam	/data/users/jgroff/DE_RNA_Seq/03_Map_reads//SRR7821970.sorted.bam
ENSMUSG00000034957	2265	1712	1691	2029	1900	2955	3405	3277	813	808	1415	759	505	304	194	279
ENSMUSG00000108575	0	0	0	0	0	3	0	2	0	0	0	0	0	0	0	0
ENSMUSG00000030868	1712	1670	1456	1888	1568	1821	1963	2169	2225	1600	2420	1852	1500	1181	389	801
ENSMUSG00000086942	4	0	3	4	4	1	0	4	3	0	4	11	7	0	5	0
ENSMUSG00000030996	55	45	18	30	59	383	313	327	0	0	50	0	27	67	1	11
ENSMUSG00000030867	457	579	325	559	345	136	133	156	1507	1072	1337	1114	772	50	51	67
ENSMUSG00000066279	12	19	9	13	12	9	40	24	0	0	1	0	0	1	0	0
ENSMUSG00000108688	3	4	5	5	1	10	11	13	0	1	4	1	0	5	0	0
ENSMUSG00000030447	5845	6172	5556	7567	6341	4626	4340	5655	4065	3431	5531	4795	3518	1051	407	820
ENSMUSG00000030495	141	172	114	178	122	2000	3065	2038	0	0	0	0	0	24	18	5
ENSMUSG00000092526	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000108701	19	21	23	22	30	11	8	20	32	24	36	41	35	20	10	8
ENSMUSG00000001802	169	128	125	150	166	454	632	376	1	0	0	0	0	20	9	1
ENSMUSG00000088307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000118454	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000030866	18	7	17	16	6	8	12	41	0	0	0	0	0	0	0	0
ENSMUSG00000030865	25	14	17	14	11	205	116	253	0	0	0	0	0	2	8	3
ENSMUSG00000108708	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000064532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000030452	1681	1721	1564	2054	1817	1147	578	1392	1502	1196	1959	1418	1113	421	190	434
ENSMUSG00000108358	96	70	77	91	87	311	215	327	2	2	2	1	2	16	10	2
ENSMUSG00000047037	395	346	296	385	333	925	716	1270	19	7	15	11	12	88	142	159
ENSMUSG00000085927	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000108640	1	1	0	0	0	3	0	2	0	0	0	0	0	0	0	0
ENSMUSG00000108443	1	4	4	0	3	0	1	2	0	0	3	1	0	0	0	3
ENSMUSG00000078087	2	4	1	2	1	2	3	3	0	2	1	0	0	1	0	2
ENSMUSG00000108659	30	15	10	11	6	21	14	22	5	8	8	4	2	7	2	7
ENSMUSG00000063808	516	564	525	645	655	809	985	940	343	272	310	271	237	214	80	173
ENSMUSG00000108704	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSMUSG00000052889	655	712	633	848	591	741	577	1045	1447	963	1600	1133	850	2174	721	1380
ENSMUSG00000108752	3	4	11	0	1	5	4	3	15	20	17	15	13	29	15	9
ENSMUSG00000108522	0	0	2	2	0	1	0	0	7	2	7	3	2	0	0	0
ENSMUSG00000108317	1	0	1	0	0	0	0	0	5	0	7	1	1	19	2	3
ENSMUSG00000084230	1	2	3	1	3	7	9	0	3	1	1	2	1	1	3	3
ENSMUSG00002075351	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0
ENSMUSG00000108455	2	0	3	0	2	1	0	0	4	2	4	1	2	15	2	0
ENSMUSG00000087520	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000108341	0	2	4	3	1	2	2	2	8	0	8	2	0	5	0	1
ENSMUSG00000030494	564	422	463	516	508	605	595	710	7	2	2	2	3	28	15	22
ENSMUSG00000066189	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
ENSMUSG00000108718	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000108529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000030493	224	272	238	272	254	231	210	199	377	298	334	284	225	165	82	135
ENSMUSG00000023072	533	488	466	535	466	645	766	736	201	237	319	237	223	303	152	225
ENSMUSG00000100776	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000030779	2682	3418	3240	3897	3720	3981	3159	4623	3275	2324	3339	2617	2278	1726	598	1145
ENSMUSG00000108452	1	1	0	0	2	3	0	1	1	1	0	1	3	2	0	1
ENSMUSG00000108551	10	23	15	18	25	17	16	16	9	1	5	3	3	11	10	11
ENSMUSG00000063550	3030	3282	3046	3549	3325	2882	2741	3600	2217	1495	2268	1886	1449	817	365	517
ENSMUSG00000108396	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
ENSMUSG00000110230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000109814	15	4	3	2	3	1	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000052707	3715	4300	4254	5204	5351	4841	4245	5554	2962	2052	3628	2512	2594	2456	827	1384
ENSMUSG00000025461	33	32	58	53	47	60	88	88	25	44	42	19	21	45	2	4
ENSMUSG00000030492	1	0	0	0	0	6	3	5	0	0	1	0	0	0	0	0
ENSMUSG00000030769	6	3	4	4	8	8	8	14	9	13	11	8	3	13	9	0
ENSMUSG00000054672	28	39	12	25	36	45	81	56	43	66	39	36	48	22	9	15
ENSMUSG00000109875	1	2	0	0	1	0	0	1	1	4	0	3	2	0	0	0
ENSMUSG00000061489	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0
ENSMUSG00000062782	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000110059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000060112	3	5	0	3	2	9	5	14	16	6	7	7	6	0	0	2
ENSMUSG00000110257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000060974	1	1	2	2	2	0	1	0	5	3	1	1	0	2	0	0
ENSMUSG00000030990	1209	1098	1021	1296	969	1437	1466	1493	784	687	1050	714	603	212	141	181
ENSMUSG00000111339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000073982	3305	3487	2879	3970	3379	2131	3077	2081	7686	6281	9251	6287	5595	2007	1088	1338
ENSMUSG00000030491	7	4	2	4	0	6	4	5	0	1	0	0	0	0	0	8
ENSMUSG00000100068	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000034875	700	652	537	713	580	749	517	764	641	559	737	588	432	252	115	240
ENSMUSG00000097509	8	8	10	13	12	32	32	23	12	7	15	2	6	20	4	14
ENSMUSG00000056043	2	3	4	8	6	29	10	20	1	1	7	0	1	6	0	0
ENSMUSG00000030987	2810	2891	2646	3292	3459	3426	3494	3242	2225	1654	2474	1630	1857	1247	515	751
ENSMUSG00000110175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000030451	4575	4976	4861	5552	4444	5647	6020	7009	1939	1448	2101	1617	1047	1385	745	959
ENSMUSG00000030978	2599	3018	2269	2932	2341	1362	1024	1800	3110	2154	2869	2411	1828	559	255	544
ENSMUSG00000109940	1	7	1	1	0	2	2	0	2	0	4	0	2	2	0	0
ENSMUSG00000108347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000044814	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000025479	9927	2323	3141	2132	1453	19841	3949	3359	18	19	15	13	14	78	21	48
ENSMUSG00000025480	0	1	0	24	6	3	2	14	0	0	1	36	1	0	2	0
ENSMUSG00000107816	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000060314	16	14	25	36	29	29	32	48	3	4	4	8	7	0	1	0
ENSMUSG00000110136	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000043925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000044824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000109822	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0
ENSMUSG00000109906	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000073979	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000030450	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000108773	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000073978	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000073977	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000025481	454	201	144	164	189	554	255	188	1	3	2	0	0	1	3	1
ENSMUSG00000055026	0	2	0	0	1	7	5	5	0	0	0	0	0	0	0	0
ENSMUSG00000099590	0	0	2	0	0	3	0	0	1	0	0	1	1	0	0	0
ENSMUSG00000108488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000108647	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000038801	81	67	60	59	60	228	308	250	11	1	4	2	6	16	3	5
ENSMUSG00000108586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000108450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000108556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000108377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000055048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000025482	0	0	0	0	0	0	3	2	0	0	1	0	7	0	0	0
ENSMUSG00000030966	2940	2603	2336	2884	2584	1197	986	1304	1478	1010	1658	1004	848	435	180	309
ENSMUSG00000109756	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000073975	31	26	30	35	29	77	65	69	0	0	0	0	0	1	0	0
ENSMUSG00000073974	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000073973	2	1	0	1	2	3	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000073972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000025484	788	755	684	834	925	1172	1417	1137	357	293	462	296	289	241	108	174
ENSMUSG00000073971	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000055078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000110251	3	0	1	4	4	8	2	6	2	3	1	1	6	0	2	0
ENSMUSG00000073970	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000073969	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000110352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000073968	396	472	461	505	496	870	1019	1099	76	70	98	56	62	224	77	123
ENSMUSG00000109618	16	22	13	29	19	30	31	37	4	3	6	4	0	10	1	3
ENSMUSG00000073967	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000070423	0	1	1	1	0	12	7	37	0	0	0	0	0	1	0	0
ENSMUSG00000110376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000025485	2202	2402	2235	2634	3032	2880	3663	3058	1604	1251	1956	1212	1490	1091	515	759
ENSMUSG00000066273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000066272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000033676	1	0	0	1	3	7	2	3	0	0	0	0	0	6	0	0
ENSMUSG00000099203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000109439	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000108597	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000109086	4	8	3	10	10	1	0	3	6	12	3	5	6	7	1	6
ENSMUSG00000109475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000109339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000077784	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000119548	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000109348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000108877	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000034867	1062	1111	994	1217	1056	1821	1813	1699	699	548	827	672	475	426	224	277
ENSMUSG00000073963	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000052785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000025486	557	406	361	463	317	863	870	733	226	161	274	144	245	196	78	123
ENSMUSG00000025324	1238	1235	1102	1574	1105	809	823	1101	1115	715	1128	817	662	134	107	146
ENSMUSG00000045824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000109393	0	0	0	1	0	0	0	1	0	0	0	5	0	0	0	0
ENSMUSG00000109434	0	2	1	1	0	3	0	0	0	0	1	0	0	0	0	0
ENSMUSG00000086926	5	9	5	3	3	7	12	8	2	2	4	0	7	12	0	7
ENSMUSG00000109261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000066269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000109252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000108909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000109221	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000073962	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000108838	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000108902	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000109308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000109332	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ENSMUSG00000043354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000109536	11	17	13	22	14	16	8	15	12	13	21	17	9	0	9	15
ENSMUSG00000045792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000110033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000110143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000109845	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000030417	950	807	670	933	942	964	837	1023	838	695	831	658	526	410	196	372
ENSMUSG00000073961	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000057461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000073956	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000073955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000073954	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000043671	435	409	362	447	392	817	869	983	216	160	201	141	212	279	95	151
ENSMUSG00000057321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002076718	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002076523	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSMUSG00002074985	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000073953	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000073952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000073951	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000030766	1825	2218	1805	2265	1898	2129	2137	2580	2838	2148	3117	2329	1516	2308	833	1233
ENSMUSG00000073950	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000045540	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000044452	772	773	714	892	940	1345	1153	1556	254	142	256	169	163	332	148	215
ENSMUSG00000044997	0	0	2	0	0	0	4	1	0	0	0	0	0	0	0	0
ENSMUSG00000109951	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100387	0	0	0	0	0	3	2	8	0	0	0	0	0	0	0	0
ENSMUSG00000108711	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0
ENSMUSG00000059874	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000066543	8	6	8	4	5	3	8	7	11	10	16	3	9	11	6	4
ENSMUSG00000098016	0	0	4	2	2	0	1	3	0	0	0	0	0	0	0	0
ENSMUSG00002075020	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
ENSMUSG00000058976	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002076566	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002076059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101965	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104330	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
ENSMUSG00000109659	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000073949	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000021217	223	247	210	232	288	403	349	350	55	15	34	24	20	33	9	13
ENSMUSG00000103882	4	1	0	1	1	2	3	0	3	0	0	0	1	0	0	0
ENSMUSG00000030763	474	387	362	441	341	686	765	759	370	259	364	299	227	105	93	149
ENSMUSG00000102516	2	4	16	9	4	8	9	5	3	1	2	2	2	0	0	0
ENSMUSG00000081945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104420	4	10	5	4	4	8	14	5	0	0	1	0	0	0	0	0
ENSMUSG00000104454	1	1	3	3	3	4	12	4	1	0	1	0	1	0	0	0
ENSMUSG00000073948	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002076435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002076774	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000025487	2723	2604	2229	2906	2740	2493	2473	2769	1939	1597	2387	1675	1526	453	335	564
ENSMUSG00000101342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100616	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000046396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083396	30	37	42	38	40	26	20	39	17	5	17	15	17	4	2	3
ENSMUSG00000025488	52	16	16	34	34	392	377	302	0	0	36	0	10	147	7	72
ENSMUSG00000030762	526	107	72	25	18	666	84	14	0	0	0	0	1	1	0	0
ENSMUSG00000045584	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000096584	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000078624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000030757	20	27	34	37	30	68	53	85	0	0	0	0	0	13	0	0
ENSMUSG00000073947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000025326	2184	2314	2287	2788	2527	2716	662	3404	1738	1195	1790	1324	1055	1261	320	860
ENSMUSG00000084484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000098160	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000098129	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000047544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000078591	0	0	0	0	3	0	1	1	0	0	0	0	0	0	0	0
ENSMUSG00000109362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000077176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000108943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000085899	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000108880	2	1	4	1	0	0	0	0	14	4	7	6	4	0	0	0
ENSMUSG00000108886	1	2	2	1	0	5	3	4	0	0	1	1	1	0	0	0
ENSMUSG00000085892	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000073946	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075901	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000086254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000108623	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000108407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000038745	247	50	82	34	42	699	120	29	128	108	59	21	155	64	44	46
ENSMUSG00000073945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000108799	1	1	0	2	1	1	1	1	0	2	0	0	0	0	0	0
ENSMUSG00000073844	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000073944	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000043456	18	21	18	17	13	32	21	32	5	0	3	0	0	10	0	4
ENSMUSG00000045928	0	1	0	2	0	6	0	1	1	0	0	0	0	1	0	2
ENSMUSG00000045132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000108507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000108790	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000108330	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000050085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000108572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000108814	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000093540	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000064591	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000045780	0	3	0	3	0	0	1	1	0	0	0	0	1	0	0	0
ENSMUSG00000073943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100826	17	29	30	54	40	85	20	94	11	6	13	10	8	34	0	10
ENSMUSG00000109157	8	8	26	25	27	8	1	11	21	17	10	18	18	32	8	9
ENSMUSG00000094822	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000030752	152	216	179	222	213	271	386	281	147	101	157	96	86	55	41	32
ENSMUSG00000109122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000077615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000064377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000077681	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000119412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000096516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000118711	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000118846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000119550	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000118828	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000119773	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000119048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000047545	0	0	0	0	0	0	0	1	0	0	0	0	0	9	5	4
ENSMUSG00000118834	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000119746	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000119446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000119687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000119238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000050281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000119739	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000118933	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000119258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000058662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000119224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000119726	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000061626	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000030750	1027	919	794	977	1079	862	1031	1036	402	326	505	296	283	438	331	457
