Geneid	/data/users/jgroff/DE_RNA_Seq/03_Map_reads//SRR7821918.sorted.bam	/data/users/jgroff/DE_RNA_Seq/03_Map_reads//SRR7821919.sorted.bam	/data/users/jgroff/DE_RNA_Seq/03_Map_reads//SRR7821920.sorted.bam	/data/users/jgroff/DE_RNA_Seq/03_Map_reads//SRR7821921.sorted.bam	/data/users/jgroff/DE_RNA_Seq/03_Map_reads//SRR7821922.sorted.bam	/data/users/jgroff/DE_RNA_Seq/03_Map_reads//SRR7821937.sorted.bam	/data/users/jgroff/DE_RNA_Seq/03_Map_reads//SRR7821938.sorted.bam	/data/users/jgroff/DE_RNA_Seq/03_Map_reads//SRR7821939.sorted.bam	/data/users/jgroff/DE_RNA_Seq/03_Map_reads//SRR7821949.sorted.bam	/data/users/jgroff/DE_RNA_Seq/03_Map_reads//SRR7821950.sorted.bam	/data/users/jgroff/DE_RNA_Seq/03_Map_reads//SRR7821951.sorted.bam	/data/users/jgroff/DE_RNA_Seq/03_Map_reads//SRR7821952.sorted.bam	/data/users/jgroff/DE_RNA_Seq/03_Map_reads//SRR7821953.sorted.bam	/data/users/jgroff/DE_RNA_Seq/03_Map_reads//SRR7821968.sorted.bam	/data/users/jgroff/DE_RNA_Seq/03_Map_reads//SRR7821969.sorted.bam	/data/users/jgroff/DE_RNA_Seq/03_Map_reads//SRR7821970.sorted.bam
ENSMUSG00000101937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000039630	11887	13842	12456	15707	12095	14910	9115	18956	15278	10899	14012	10597	8038	6616	2468	4619
ENSMUSG00000104279	23	19	16	18	32	43	19	27	7	6	7	5	1	18	4	5
ENSMUSG00002075531	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000064954	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000026495	303	244	284	336	310	521	343	620	121	70	99	47	118	137	32	56
ENSMUSG00000032883	546	522	463	483	522	986	597	1084	54	52	57	47	22	180	53	121
ENSMUSG00000026480	3215	3749	3563	4337	3440	1361	1374	2048	6349	5477	9726	5609	5027	2607	1138	1762
ENSMUSG00000026494	151	127	138	148	107	1009	1269	938	0	0	2	0	0	25	9	3
ENSMUSG00000064967	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102922	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000025915	1102	1123	1127	1282	958	960	600	1310	1604	1164	1976	1323	902	866	282	710
ENSMUSG00000089713	0	1	0	0	0	29	22	24	0	0	0	0	0	0	0	0
ENSMUSG00000079470	146	144	165	178	180	256	155	277	48	26	38	27	24	76	29	54
ENSMUSG00000099377	12	8	4	10	10	12	14	11	4	6	5	4	4	1	0	1
ENSMUSG00000099706	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000047330	166	211	168	249	393	830	911	877	0	0	0	0	0	0	3	0
ENSMUSG00000101324	1	0	1	3	0	1	1	7	0	0	0	0	0	0	0	0
ENSMUSG00000072978	1	0	0	2	0	1	0	0	1	3	1	0	0	1	0	0
ENSMUSG00000046334	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0
ENSMUSG00002075801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000050711	5	1	4	5	1	17	7	11	0	0	0	0	0	66	0	0
ENSMUSG00000099562	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000077782	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000055067	358	330	273	380	377	506	553	552	103	79	116	78	85	125	41	110
ENSMUSG00000054702	310	297	285	352	256	411	157	493	281	182	319	212	203	426	116	306
ENSMUSG00000096474	39	42	36	34	32	59	100	34	47	30	58	38	36	26	24	30
ENSMUSG00000102235	0	3	1	4	3	4	0	5	1	0	2	1	2	13	2	0
ENSMUSG00000026492	428	400	378	452	454	588	450	676	330	285	389	298	259	339	107	234
ENSMUSG00000082395	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSMUSG00000038949	1354	1320	1310	1465	1473	2093	1903	2203	3500	1820	2175	1150	3280	1554	526	633
ENSMUSG00000026043	2468	3049	2866	3757	3638	33126	33972	38973	9	2	27	3	20	461	379	484
ENSMUSG00000046101	15	32	18	30	22	14	12	13	40	21	38	27	16	25	1	2
ENSMUSG00002074901	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099032	42	29	19	28	29	56	35	76	0	0	3	0	0	3	6	1
ENSMUSG00000104025	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSMUSG00000038936	344	269	294	348	364	930	628	968	36	27	58	26	46	55	18	35
ENSMUSG00000042772	2937	3084	2843	3474	3119	3177	3007	3548	2556	1781	2386	1989	1432	1351	580	889
ENSMUSG00000100394	0	0	3	3	1	1	0	1	4	2	1	2	0	2	0	0
ENSMUSG00000103840	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087236	0	0	0	2	0	9	2	3	0	0	1	0	0	0	0	0
ENSMUSG00000100702	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000026042	1259	1252	1315	1711	1572	5341	5842	6860	7	0	9	1	5	58	58	68
ENSMUSG00000104476	1	1	4	2	1	8	2	19	0	0	0	0	0	0	0	0
ENSMUSG00000073643	971	1043	1110	1297	1552	903	654	1130	612	365	568	437	482	504	122	324
ENSMUSG00000104497	3	4	0	2	2	0	2	1	0	0	1	0	0	0	0	0
ENSMUSG00000025916	29	37	22	19	35	28	17	50	3	6	11	2	3	0	0	0
ENSMUSG00000087199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000026248	463	502	457	534	522	675	656	662	388	287	396	321	238	219	93	147
ENSMUSG00000119658	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000026249	1240	1122	1330	1425	1600	3680	3854	4080	418	215	325	177	378	244	178	143
ENSMUSG00000042751	138	138	155	147	153	437	535	415	25	6	20	7	9	56	11	17
ENSMUSG00000067106	16	19	17	30	28	15	20	20	7	9	10	12	4	0	1	0
ENSMUSG00000099969	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000118883	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102518	0	0	0	1	0	2	0	0	2	0	2	0	0	0	0	0
ENSMUSG00000099552	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000043230	61	63	60	63	68	297	275	334	10	20	19	11	16	8	2	3
ENSMUSG00000103404	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000026491	2728	3073	2764	3403	3270	3126	2289	3840	1469	1138	1705	1345	1190	1114	413	784
ENSMUSG00000073486	0	0	0	1	0	0	2	0	1	1	0	0	1	0	0	0
ENSMUSG00000025917	1694	1681	1458	1945	1906	2011	1406	2083	891	762	1096	874	746	375	177	365
ENSMUSG00000104418	1	1	0	1	1	4	4	1	0	1	0	1	2	0	0	0
ENSMUSG00000026479	3110	4033	3323	4101	5242	5773	7162	8430	6	5	16	8	5	90	134	96
ENSMUSG00000004364	2929	3316	2992	3854	3462	3959	1504	4537	3553	2783	4104	3096	2687	2016	743	1448
ENSMUSG00000103076	9	23	35	31	21	17	5	29	27	14	15	24	16	15	6	11
ENSMUSG00000103525	1	1	9	0	1	2	0	0	11	0	3	3	4	0	0	0
ENSMUSG00000101722	0	2	4	1	3	0	2	9	9	4	4	6	4	0	2	0
ENSMUSG00000090637	3	4	7	3	0	5	6	10	5	1	11	7	2	8	3	7
ENSMUSG00000026478	4647	6104	5645	7509	7442	10488	12271	11456	1424	983	1334	1064	938	614	300	328
ENSMUSG00000110100	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103818	3	4	5	0	0	3	3	1	6	2	2	3	0	0	0	0
ENSMUSG00000079138	3	2	2	2	3	0	0	0	0	2	3	5	4	0	0	0
ENSMUSG00000042708	16	11	8	15	6	24	8	34	11	11	21	16	12	18	4	15
ENSMUSG00000064435	0	0	0	0	0	0	0	4	2	0	0	0	1	0	4	0
ENSMUSG00000103543	2	0	0	1	0	2	2	4	0	0	0	0	0	5	0	2
ENSMUSG00000099432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000041144	144	160	189	188	294	254	233	409	0	0	1	0	0	8	0	0
ENSMUSG00000119743	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000042699	5127	5905	5316	6891	5720	5488	3276	7155	5342	4492	6114	4980	4021	2082	742	1472
ENSMUSG00000101262	5	0	0	0	1	0	1	0	6	0	2	0	2	0	0	1
ENSMUSG00000042684	123	92	63	88	54	91	81	128	43	60	62	46	55	16	3	4
ENSMUSG00000099858	46	14	11	11	22	120	45	59	33	11	25	10	48	16	15	2
ENSMUSG00000101337	129	156	151	130	161	207	230	296	0	0	0	0	0	3	0	0
ENSMUSG00000025986	968	871	832	979	853	1470	946	1796	445	250	350	287	209	288	121	223
ENSMUSG00000100213	36	35	33	35	27	93	36	114	5	11	13	9	6	67	25	71
ENSMUSG00000103129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100160	0	0	0	0	0	1	1	1	0	2	0	1	0	0	0	0
ENSMUSG00000101921	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081185	5	3	2	6	4	4	1	5	0	1	2	1	0	6	2	7
ENSMUSG00000103246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000098876	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100530	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100033	3	8	5	5	4	2	0	3	16	4	5	0	2	1	0	0
ENSMUSG00002075213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002076633	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000096973	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000064943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100866	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101721	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000097883	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002076043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000056763	685	938	1005	1124	949	1121	806	1511	513	306	475	365	287	367	135	203
ENSMUSG00000099454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000051616	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099627	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099577	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099882	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101760	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099608	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099864	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075589	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100816	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000042671	1	3	1	4	2	1	2	4	6	1	5	2	4	2	1	4
ENSMUSG00000100945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100334	0	1	0	0	0	2	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000026109	95	65	66	58	81	559	518	555	4	0	4	1	2	30	7	8
ENSMUSG00000026475	219	195	171	228	174	88	112	134	113	78	125	85	72	11	6	7
ENSMUSG00000099568	0	0	0	1	0	1	2	4	0	0	1	0	2	0	2	3
ENSMUSG00000100671	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075527	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101242	0	0	0	0	1	3	0	2	0	0	0	0	0	0	0	0
ENSMUSG00000099924	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000099625	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101799	1	0	0	0	3	4	4	5	0	0	0	1	1	0	0	0
ENSMUSG00000045954	15217	13277	12648	13266	11795	19561	22600	21728	2630	1187	1338	706	1560	1495	739	699
ENSMUSG00000099741	0	0	0	0	0	1	2	1	0	0	0	0	0	0	0	0
ENSMUSG00000101702	1	0	1	1	1	0	0	0	1	1	0	0	0	0	0	0
ENSMUSG00000066800	1431	1838	1634	2082	1918	1752	1615	2287	2416	1644	2816	1864	2256	2025	1900	2046
ENSMUSG00000100183	14	19	8	19	13	58	69	90	27	7	19	9	23	245	307	411
ENSMUSG00000067851	4881	6196	5710	7022	5952	4972	2801	6375	4536	3921	6059	4377	3514	1746	506	960
ENSMUSG00002076532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102556	1	1	4	1	1	0	0	0	2	1	2	0	1	0	0	0
ENSMUSG00000038608	3478	5376	4903	6256	5155	3038	2175	4916	6285	5088	8555	6407	5442	4076	1395	2470
ENSMUSG00000042501	0	0	2	0	1	0	0	0	0	1	6	3	0	0	0	0
ENSMUSG00000103810	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000119312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000042641	7	10	6	7	8	19	17	25	3	0	6	0	2	0	0	0
ENSMUSG00000081417	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103192	0	1	4	0	2	0	0	2	1	6	13	5	8	0	0	2
ENSMUSG00000104488	4	1	7	4	0	0	0	1	8	2	12	3	8	12	0	0
ENSMUSG00000100212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102721	0	0	10	0	0	6	0	0	19	10	20	8	3	5	0	4
ENSMUSG00000100648	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
ENSMUSG00002076499	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099949	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099918	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000045968	18	24	24	24	37	40	28	33	15	15	27	31	29	65	4	31
ENSMUSG00000043282	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000102459	1	2	0	2	1	4	3	7	2	0	0	2	0	1	0	0
ENSMUSG00000047053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099227	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSMUSG00000026107	2682	2866	2668	3521	2418	1296	499	1779	4591	2691	4493	3126	2243	895	315	866
ENSMUSG00000099413	111	115	86	170	93	11	8	19	292	245	446	321	184	20	4	2
ENSMUSG00000103424	1	3	1	3	0	0	0	0	1	4	10	0	1	0	0	0
ENSMUSG00000054976	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0
ENSMUSG00000104029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101986	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087008	9	8	20	14	13	10	14	8	3	1	3	2	4	0	0	0
ENSMUSG00000100561	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000098797	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000026473	15695	17927	18485	20625	25255	10989	9561	8758	5062	5273	9366	6145	6100	6448	7715	7358
ENSMUSG00000100014	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101903	1	0	1	4	1	10	1	5	0	1	1	1	0	0	0	0
ENSMUSG00000055980	308	246	270	227	370	1422	1216	1408	0	0	15	1	1	56	23	48
ENSMUSG00000100502	4	0	4	6	0	1	3	3	0	0	0	0	0	0	0	0
ENSMUSG00000022591	0	3	0	0	0	0	0	0	0	0	1	0	0	1	0	0
ENSMUSG00000088669	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000066797	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000048960	3003	3732	3946	3841	4089	8385	6641	11645	2	3	5	0	5	102	47	42
ENSMUSG00000099933	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
ENSMUSG00002076439	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000077318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101827	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000026142	963	1016	814	1174	1147	1356	1248	1402	494	449	652	511	510	392	130	218
ENSMUSG00000104493	3	3	5	3	1	2	3	4	3	3	1	1	0	0	0	0
ENSMUSG00000100786	0	0	0	0	2	1	0	1	0	0	0	0	0	0	0	0
ENSMUSG00002075724	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000067158	2088	2518	2371	2547	2729	7394	9059	9243	0	0	0	0	0	121	131	89
ENSMUSG00000079465	2597	3408	3142	3352	4049	9391	10817	13297	0	0	0	0	0	169	159	46
ENSMUSG00002075966	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000004110	33	45	24	52	68	310	234	631	36	35	45	27	28	1894	450	1222
ENSMUSG00000097564	15	8	4	13	14	18	8	6	4	2	6	1	6	8	0	3
ENSMUSG00000101880	2	2	2	5	3	1	7	9	1	1	2	1	2	2	0	2
ENSMUSG00000101433	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000096950	31	21	21	33	21	65	47	62	10	3	4	3	9	3	3	0
ENSMUSG00000056708	1826	1670	1395	1738	1536	2038	2078	2028	1583	1020	1649	943	847	1306	659	1022
ENSMUSG00000026471	849	693	652	826	748	1734	1366	2038	234	180	236	202	214	201	89	112
ENSMUSG00000057715	79	54	72	73	43	82	57	132	0	0	0	0	0	8	0	0
ENSMUSG00000026470	1194	1232	1053	1392	1388	2177	2437	2266	869	765	963	672	636	409	207	329
ENSMUSG00000103825	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099845	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103561	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000101610	0	0	0	1	2	0	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000104181	1	4	1	6	6	6	5	13	0	2	1	6	3	2	0	0
ENSMUSG00000118923	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000098555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000097628	1	0	0	0	1	0	0	0	0	1	1	0	1	0	0	0
ENSMUSG00000098163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000097171	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000101314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000033722	278	273	234	306	295	580	751	613	3	2	7	0	3	35	3	6
ENSMUSG00000103670	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000026150	2146	2077	1855	2157	2164	2944	2086	3463	1620	1258	1876	1164	1357	4334	4228	6083
ENSMUSG00000101450	13	21	25	19	21	20	23	36	8	5	13	8	10	3	3	0
ENSMUSG00000026149	0	0	0	0	0	1	3	0	0	1	0	0	0	0	0	0
ENSMUSG00000114299	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000099771	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102280	0	0	2	1	0	1	0	2	0	3	1	1	2	0	3	0
ENSMUSG00000100170	4	3	4	2	5	1	4	2	5	5	5	1	6	0	3	11
ENSMUSG00000100744	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002074851	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000026469	1762	1648	1566	1961	1682	2365	1584	2750	1376	987	1624	1106	964	812	307	491
ENSMUSG00002076398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000018417	4168	3521	3344	3623	3799	10224	9208	11791	8	13	26	10	17	174	116	69
ENSMUSG00000101724	1	0	1	0	0	2	0	0	0	0	0	0	0	5	0	0
ENSMUSG00000100313	0	2	9	0	3	3	11	3	0	0	0	0	0	0	0	0
ENSMUSG00000100696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000072324	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0
ENSMUSG00000026490	2726	3084	2840	3252	3312	5653	5206	6506	211	119	135	87	212	176	139	102
ENSMUSG00000033701	538	494	454	499	578	784	895	685	398	434	508	356	316	190	151	174
ENSMUSG00000102194	0	0	3	1	0	3	0	3	0	0	0	0	0	0	0	0
ENSMUSG00000103636	0	0	1	0	0	0	6	5	0	2	5	1	3	1	197	72
ENSMUSG00000026468	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000062939	377	498	430	618	443	197	80	266	998	672	888	628	687	471	210	324
ENSMUSG00000101628	9	5	6	4	6	1	1	4	6	11	4	4	6	0	0	0
ENSMUSG00000078291	0	1	0	1	1	3	1	0	0	1	6	3	0	1	0	0
ENSMUSG00000109599	4	3	0	2	1	11	19	13	0	1	2	1	2	3	0	10
ENSMUSG00000033684	9785	9248	9193	10029	9495	6443	6678	5700	3763	2336	5072	2296	4527	821	677	443
ENSMUSG00000102299	0	1	0	0	0	0	1	0	2	1	11	7	13	9	0	12
ENSMUSG00000102558	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000016918	905	920	813	1152	898	2940	2903	3910	2	0	10	0	5	114	88	122
ENSMUSG00000033671	2922	3286	3093	3829	3103	2772	2469	3997	2929	1846	2704	2230	1443	1415	491	850
ENSMUSG00000103717	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103771	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000102837	0	1	2	2	2	0	0	3	0	0	0	0	0	0	0	0
ENSMUSG00000077419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102833	1	3	3	5	1	0	1	1	0	1	2	4	2	0	2	0
ENSMUSG00000026489	1112	371	392	397	368	4250	1887	1754	65	64	113	51	63	657	194	305
ENSMUSG00000104520	5	6	5	4	4	12	6	6	3	4	2	1	6	5	0	0
ENSMUSG00000025938	46	62	39	55	51	413	280	433	8	5	7	4	9	47	12	30
ENSMUSG00000026159	3864	3929	3741	4853	4030	3928	2441	4491	2591	1860	2654	2371	1775	1217	780	914
ENSMUSG00000104518	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000069620	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113880	3	17	25	23	29	23	31	34	5	5	6	11	12	4	0	14
ENSMUSG00000113973	0	4	1	2	5	1	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000113846	0	1	4	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113084	2	3	2	5	1	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000042414	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	5
ENSMUSG00000113925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000114011	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113097	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101784	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000038496	165	178	168	160	207	191	185	241	0	0	0	0	0	0	0	0
ENSMUSG00000100432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100190	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113267	3	1	6	6	2	8	4	0	0	0	0	0	0	0	0	0
ENSMUSG00000104423	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000101315	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000099691	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000026166	62	54	43	72	38	8	5	24	0	0	0	0	0	0	0	0
ENSMUSG00000101173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000064302	1968	2050	1834	2333	1958	2843	2841	3283	1328	1002	1423	1065	798	826	326	580
ENSMUSG00000077257	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000107722	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
ENSMUSG00000080542	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100770	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000053161	118	134	126	159	128	154	175	261	0	0	0	0	0	3	0	0
ENSMUSG00000101896	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
